code,customer_id,sales_date,base_date,pvp,margen_relativo,margen_eur_negativo,coste_venta_no_impuestos,forma_pago,dias_desde_compra,garantia_dias_restantes,en_garantia,ext_garantia_tiene,ext_garantia_financiera,mantenimiento_gratuito,seguro_bateria_largo_plazo,days_last_service,sin_revisiones,revisiones,km_ultima_revision,km_medio_por_revision,encuesta_cliente_zona_taller,tiene_queja,lead_compra,fue_lead,frequency_total,tenure_days,ticket_avg,service_interval_mean_days,service_interval_std_days,edad,genero,renta_media_estimada,renta_desconocida,status_social,modelo,equipamiento,es_electrico,kw,zona
SYN003202,101461,2024-03-23,2023-12-31,19994.0,0.12163198959687906,0,951.0,Otros,-83,1543,1,0,0,0,0,0,1,0,0.0,0.0,57.0,0,0,0,0,0.0,0.0,0.0,0.0,29,M,29009.0,0,D,I,Mid,1,124.0,CENTRO
SYN003203,107187,2024-02-27,2023-12-31,21942.0,-0.11275043295962081,1,2744.0,Contado,-58,1518,1,0,0,0,1,0,1,0,0.0,0.0,187.0,0,0,0,0,0.0,0.0,0.0,0.0,51,M,33118.0,0,A,E,Mid,0,89.0,SUR
SYN003204,104185,2024-01-31,2023-12-31,13797.0,0.03529245488149598,0,1225.0,Contado,-31,1491,1,1,0,0,0,0,1,0,0.0,0.0,68.0,0,0,0,0,0.0,0.0,0.0,0.0,31,F,0.0,1,H,I,Mid,1,106.0,SUR
SYN003206,104565,2024-01-29,2023-12-31,20982.0,0.06259794109236488,0,2249.0,Contado,-29,1489,1,0,0,0,0,0,1,0,0.0,0.0,87.0,0,0,0,0,0.0,0.0,0.0,0.0,20,M,30110.0,0,D,A,Mid-High,0,64.0,ESTE
SYN003207,104761,2024-02-25,2023-12-31,29446.0,0.20188039122461454,0,1482.0,Financiera Marca,-56,1516,1,0,0,0,0,0,1,0,0.0,0.0,96.0,0,0,0,0,0.0,0.0,0.0,0.0,40,M,27168.0,0,B,B,Mid-High,0,85.0,NORTE
SYN003208,103005,2024-01-05,2023-12-31,21990.0,0.10943974533879036,0,1339.0,Financiera Marca,-5,1465,1,1,1,0,0,0,1,0,0.0,0.0,119.0,0,1,0,0,0.0,0.0,0.0,0.0,58,M,27940.0,0,G,C,Mid,0,101.0,SUR
SYN003209,102048,2024-03-23,2023-12-31,24004.0,-0.03020788201966339,1,1044.0,Contado,-83,1543,1,0,0,0,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,51,M,0.0,1,Sin_dato,I,Mid-High,0,117.0,ESTE
SYN003210,100453,2024-03-17,2023-12-31,14766.0,0.1117249085737505,0,200.0,Financiera Marca,-77,1537,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,30,F,0.0,1,Sin_dato,C,Mid,0,101.0,CENTRO
SYN003212,100935,2024-01-31,2023-12-31,28765.0,0.1969421171562663,0,1584.0,Financiera Marca,-31,1491,1,1,1,0,0,0,1,0,0.0,0.0,84.0,0,0,0,0,0.0,0.0,0.0,0.0,43,M,30670.0,0,G,A,Mid-High,0,48.0,CENTRO
SYN003214,107523,2024-03-27,2023-12-31,28405.0,0.21950994543214225,0,920.0,Contado,-87,1547,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,36,M,29017.0,0,Sin_dato,I,High,0,106.0,SUR
SYN003216,100258,2024-02-02,2023-12-31,12160.0,0.0741077302631579,0,578.0,Contado,-33,1493,1,0,0,0,0,0,1,0,0.0,0.0,123.0,0,0,0,0,0.0,0.0,0.0,0.0,35,F,29839.0,0,C,C,Mid,0,81.0,ESTE
SYN003217,103188,2024-01-11,2023-12-31,23321.0,0.11249217443505852,0,1364.0,Contado,-11,1471,1,0,0,0,0,0,1,0,0.0,0.0,66.0,0,0,0,0,0.0,0.0,0.0,0.0,49,M,20427.0,0,J,E,Mid,0,89.0,SUR
SYN003219,106370,2024-01-24,2023-12-31,20749.0,0.02814641669478047,0,1133.0,Financiera Marca,-24,1484,1,1,1,0,0,0,1,0,0.0,0.0,41.0,0,0,0,0,0.0,0.0,0.0,0.0,48,M,0.0,1,K,D,Low,0,85.0,CENTRO
SYN003220,101685,2024-01-10,2023-12-31,25888.0,-0.04420774103831891,1,1508.0,Contado,-10,1470,1,0,0,0,1,0,1,0,0.0,0.0,112.0,0,0,0,0,0.0,0.0,0.0,0.0,33,M,36126.0,0,A,B,Mid,0,85.0,NORTE
SYN003221,100926,2024-01-29,2023-12-31,28453.0,0.2155730502934664,0,1034.0,Contado,-29,1489,1,0,0,0,0,0,1,0,0.0,0.0,184.0,0,0,0,0,0.0,0.0,0.0,0.0,30,F,32046.0,0,B,B,Mid,0,85.0,CENTRO
SYN003222,101273,2024-02-21,2023-12-31,20470.0,0.09879824132877382,0,1447.0,Otros,-52,1512,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,51,F,0.0,1,Sin_dato,B,Mid-High,0,85.0,ESTE
SYN003224,104713,2024-01-25,2023-12-31,19453.0,0.09842235130828149,0,1370.0,Otros,-25,1485,1,0,0,0,0,0,1,0,0.0,0.0,126.0,0,0,0,0,0.0,0.0,0.0,0.0,46,F,31156.0,0,G,K,Mid,1,193.0,CENTRO
SYN003225,105238,2024-01-23,2023-12-31,22338.0,-0.0877692720923986,1,2240.0,Otros,-23,1483,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,47,M,0.0,1,Sin_dato,B,Low,0,101.0,ESTE
SYN003226,103352,2024-01-23,2023-12-31,21535.0,0.1268590666357093,0,931.0,Contado,-23,1483,1,0,0,0,0,0,1,0,0.0,0.0,77.0,0,0,0,0,0.0,0.0,0.0,0.0,58,M,29060.0,0,B,I,Mid-High,0,106.0,CENTRO
SYN003227,107092,2024-03-26,2023-12-31,20671.0,0.04806782448841372,0,716.0,Otros,-86,1546,1,0,0,0,0,0,1,0,0.0,0.0,126.0,0,0,0,0,0.0,0.0,0.0,0.0,42,M,25782.0,0,H,D,Mid-High,0,106.0,SUR
SYN003228,107898,2024-03-08,2023-12-31,36634.0,0.20889010209095374,0,1648.0,Contado,-68,1528,1,0,0,0,0,0,1,0,0.0,0.0,112.0,0,0,0,0,0.0,0.0,0.0,0.0,45,M,36263.0,0,A,A,Mid-High,0,48.0,NORTE
SYN003229,100981,2024-03-13,2023-12-31,23744.0,-0.1445110343665768,1,3744.0,Contado,-73,1533,1,0,0,0,0,0,1,0,0.0,0.0,9.0,0,0,0,0,0.0,0.0,0.0,0.0,32,F,29375.0,0,D,I,Mid-High,0,106.0,ESTE
SYN003230,101745,2024-03-30,2023-12-31,24004.0,-0.029874604232627895,1,1036.0,Otros,-90,1550,1,0,0,0,0,0,1,0,0.0,0.0,127.0,0,0,0,0,0.0,0.0,0.0,0.0,48,F,24177.0,0,B,D,Mid-High,0,106.0,CENTRO
SYN003231,101398,2024-01-16,2023-12-31,26871.0,-0.05646086859439545,1,1904.0,Financiera Marca,-16,1476,1,1,1,0,0,0,1,0,0.0,0.0,161.0,0,1,0,0,0.0,0.0,0.0,0.0,58,M,24840.0,0,E,I,Mid,1,136.0,ESTE
SYN003232,105177,2024-01-23,2023-12-31,25147.0,0.1951254622817831,0,1399.0,Financiera Marca,-23,1483,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,42,M,0.0,1,Sin_dato,I,Mid,0,106.0,CENTRO
SYN003233,107216,2024-02-08,2023-12-31,20066.0,0.09986992923352936,0,1392.0,Otros,-39,1499,1,0,0,0,0,0,1,0,0.0,0.0,113.0,0,0,0,0,0.0,0.0,0.0,0.0,42,F,30589.0,0,A,J,Mid,0,123.0,CENTRO
SYN003234,101507,2024-02-11,2023-12-31,33675.0,-0.20492383073496662,1,0.0,Prestamo Bancario,-42,1502,1,1,0,0,0,0,1,0,0.0,0.0,12.0,0,0,0,0,0.0,0.0,0.0,0.0,59,F,27423.0,0,E,B,Mid,0,85.0,NORTE
SYN003235,102444,2024-01-14,2023-12-31,20478.0,-0.05731370251001075,1,1409.0,Contado,-14,1474,1,0,0,0,0,0,1,0,0.0,0.0,9.0,0,0,0,0,0.0,0.0,0.0,0.0,39,M,27450.0,0,D,I,Mid,1,124.0,CENTRO
SYN003237,104046,2024-02-13,2023-12-31,30330.0,0.20230893504780745,0,1521.0,Financiera Marca,-44,1504,1,1,1,0,0,0,1,0,0.0,0.0,93.0,0,0,0,0,0.0,0.0,0.0,0.0,34,M,29506.0,0,D,B,Mid,0,77.0,CENTRO
SYN003238,107953,2024-02-10,2023-12-31,25514.0,0.21194246296151134,0,994.0,Financiera Marca,-41,1501,1,1,1,1,0,0,1,0,0.0,0.0,97.0,0,0,0,0,0.0,0.0,0.0,0.0,24,M,32079.0,0,C,B,Mid,0,81.0,ESTE
SYN003239,103889,2024-01-04,2023-12-31,14814.0,0.06700081004455245,0,864.0,Financiera Marca,-4,1464,1,1,1,1,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,60,F,0.0,1,Sin_dato,B,Mid-High,0,71.0,CENTRO
SYN003240,108066,2024-03-31,2023-12-31,20671.0,0.0432301291664651,0,816.0,Financiera Marca,-91,1551,1,1,1,1,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,27,M,0.0,1,Sin_dato,D,Mid-High,0,106.0,NORTE
SYN003241,105867,2024-01-05,2023-12-31,14814.0,0.06700081004455245,0,864.0,Contado,-5,1465,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,55,F,0.0,1,Sin_dato,I,Mid,1,106.0,CENTRO
SYN003242,103344,2024-02-14,2023-12-31,18859.0,0.16844371387666365,0,0.0,Contado,-45,1505,1,0,0,0,0,0,1,0,0.0,0.0,74.0,0,0,0,0,0.0,0.0,0.0,0.0,44,F,22107.0,0,K,C,Mid-High,0,78.0,CENTRO
SYN003243,106135,2024-01-26,2023-12-31,19861.0,0.09333568299682796,0,1505.0,Contado,-26,1486,1,0,0,0,0,0,1,0,0.0,0.0,14.0,0,0,0,0,0.0,0.0,0.0,0.0,38,M,27871.0,0,B,H,Mid,0,85.0,CENTRO
SYN003244,107499,2024-01-03,2023-12-31,28667.0,0.1884567621306729,0,1821.0,Financiera Marca,-3,1463,1,1,1,0,0,0,1,0,0.0,0.0,144.0,0,1,0,0,0.0,0.0,0.0,0.0,42,M,35337.0,0,E,A,Low,0,53.0,CENTRO
SYN003247,101453,2024-02-05,2023-12-31,22802.0,-0.15439829839487765,1,3811.0,Financiera Marca,-36,1496,1,1,1,0,0,0,1,0,0.0,0.0,98.0,0,0,0,0,0.0,0.0,0.0,0.0,40,M,26123.0,0,B,B,Mid,0,74.0,CENTRO
SYN003248,101404,2024-03-30,2023-12-31,23913.0,0.19174173043950987,0,1399.0,Financiera Marca,-90,1550,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,33,F,0.0,1,Sin_dato,C,Low,0,78.0,SUR
SYN003249,104724,2024-03-08,2023-12-31,13053.0,0.09753619857504023,0,333.0,Otros,-68,1528,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,60,M,0.0,1,Sin_dato,I,High,1,106.0,ESTE
SYN003250,106473,2024-01-17,2023-12-31,19235.0,0.12383675591369898,0,863.0,Otros,-17,1477,1,0,0,0,0,0,1,0,0.0,0.0,97.0,0,0,0,0,0.0,0.0,0.0,0.0,51,M,37746.0,0,A,B,Mid-High,0,71.0,CENTRO
SYN003251,101938,2024-03-31,2023-12-31,25514.0,0.21194246296151134,0,994.0,Contado,-91,1551,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,46,M,0.0,1,Sin_dato,B,Mid,0,106.0,ESTE
SYN003252,108372,2024-03-10,2023-12-31,22327.0,-0.11899717830429524,1,2936.0,Contado,-70,1530,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,54,M,0.0,1,Sin_dato,I,Mid-High,0,106.0,ESTE
SYN003253,100267,2024-01-22,2023-12-31,27310.0,0.19354522153057488,0,1584.0,Financiera Marca,-22,1482,1,1,1,0,0,0,1,0,0.0,0.0,142.0,0,0,0,0,0.0,0.0,0.0,0.0,49,M,24620.0,0,A,I,Mid-High,0,106.0,CENTRO
SYN003254,102584,2024-01-30,2023-12-31,24004.0,0.013284869188468587,0,0.0,Contado,-30,1490,1,1,0,0,0,0,1,0,0.0,0.0,12.0,0,0,0,0,0.0,0.0,0.0,0.0,58,M,27335.0,0,G,I,Mid,1,106.0,CENTRO
SYN003255,105715,2024-01-29,2023-12-31,11475.0,-0.0013298474945533769,1,1397.0,Contado,-29,1489,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,38,M,32096.0,0,Sin_dato,D,Mid,0,120.0,CENTRO
SYN003256,105956,2024-01-14,2023-12-31,20936.0,-0.048615781429117315,1,1264.0,Financiera Marca,-14,1474,1,0,0,0,0,0,1,0,0.0,0.0,97.0,0,1,0,0,0.0,0.0,0.0,0.0,25,F,22022.0,0,I,B,Mid-High,0,85.0,CENTRO
SYN003257,108226,2024-03-09,2023-12-31,13056.0,0.05289215686274509,0,916.0,Contado,-69,1529,1,0,0,0,0,0,1,0,0.0,0.0,192.0,0,0,0,0,0.0,0.0,0.0,0.0,29,F,32797.0,0,D,B,Mid-High,0,85.0,CENTRO
SYN003258,107455,2024-02-08,2023-12-31,30246.0,-0.23545526681214043,1,898.0,Contado,-39,1499,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,31,M,0.0,1,Sin_dato,E,Mid,0,89.0,CENTRO
SYN003259,105040,2024-03-14,2023-12-31,19099.0,0.10295251060264936,0,1254.0,Contado,-74,1534,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,53,M,32063.0,0,U,B,Low,0,74.0,ESTE
SYN003260,104753,2024-01-27,2023-12-31,24191.0,0.23796411888718946,0,300.0,Contado,-27,1487,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,34,Desconocido,0.0,1,Sin_dato,D,Low,0,104.0,CENTRO
SYN003261,107234,2024-01-27,2023-12-31,18719.0,0.04616913296650462,0,2287.0,Contado,-27,1487,1,1,0,0,0,0,1,0,0.0,0.0,136.0,0,0,0,0,0.0,0.0,0.0,0.0,55,M,29423.0,0,C,I,Mid,1,124.0,CENTRO
SYN003262,101267,2024-02-06,2023-12-31,26098.0,-0.0910215342171814,1,2744.0,Contado,-37,1497,1,0,0,0,0,0,1,0,0.0,0.0,135.0,0,0,0,0,0.0,0.0,0.0,0.0,48,M,30243.0,0,C,I,Mid,1,106.0,CENTRO
SYN003263,101480,2024-03-08,2023-12-31,25316.0,0.11004582082477485,0,1564.0,Contado,-68,1528,1,1,0,0,0,0,1,0,0.0,0.0,12.0,0,0,0,0,0.0,0.0,0.0,0.0,56,M,28454.0,0,G,B,Low,0,74.0,NORTE
SYN003264,104850,2024-03-13,2023-12-31,13452.0,0.08823000297353553,0,476.0,Contado,-73,1533,1,0,0,0,0,0,1,0,0.0,0.0,8.0,0,0,0,0,0.0,0.0,0.0,0.0,52,F,23306.0,0,E,B,High,0,74.0,CENTRO
SYN003265,105246,2024-02-02,2023-12-31,27147.0,0.014490735624562566,0,0.0,Contado,-33,1493,1,0,0,0,1,0,1,0,0.0,0.0,96.0,0,0,0,0,0.0,0.0,0.0,0.0,49,M,30037.0,0,D,D,Mid-High,0,106.0,CENTRO
SYN003266,108390,2024-01-31,2023-12-31,13100.0,0.04418473282442748,0,1034.0,Contado,-31,1491,1,0,0,0,1,0,1,0,0.0,0.0,17.0,0,0,0,0,0.0,0.0,0.0,0.0,55,F,27344.0,0,B,I,Mid,1,124.0,ESTE
SYN003267,100573,2024-03-12,2023-12-31,24579.0,-0.038507669148460065,1,1279.0,Contado,-72,1532,1,1,0,0,0,0,1,0,0.0,0.0,17.0,0,0,0,0,0.0,0.0,0.0,0.0,56,F,37054.0,0,A,A,Mid-High,0,64.0,NORTE
SYN003269,105463,2024-01-03,2023-12-31,27822.0,-0.22079110056789591,1,398.0,Contado,-3,1463,1,0,0,0,0,0,1,0,0.0,0.0,8.0,0,1,0,0,0.0,0.0,0.0,0.0,23,M,27629.0,0,E,B,Mid-High,0,71.0,CENTRO
SYN003270,107817,2024-02-14,2023-12-31,35313.0,0.24206666100303006,0,408.0,Contado,-45,1505,1,0,0,0,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,31,M,0.0,1,Sin_dato,C,Mid,0,101.0,CENTRO
SYN003271,106104,2024-01-06,2023-12-31,23499.0,0.1139950636197285,0,1341.0,Prestamo Bancario,-6,1466,1,1,0,0,1,0,1,0,0.0,0.0,136.0,0,1,0,0,0.0,0.0,0.0,0.0,40,M,23984.0,0,H,I,Mid-High,0,117.0,ESTE
SYN003272,107349,2024-01-09,2023-12-31,24600.0,-0.1037390243902439,1,2885.0,Prestamo Bancario,-9,1469,1,1,0,0,0,0,1,0,0.0,0.0,124.0,0,0,0,0,0.0,0.0,0.0,0.0,32,Desconocido,24182.0,0,I,D,Low,0,86.0,CENTRO
SYN003274,104210,2024-03-29,2023-12-31,22242.0,0.0924094056289902,0,1736.0,Financiera Marca,-89,1549,1,1,0,1,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,32,F,0.0,1,Sin_dato,I,High,1,106.0,SUR
SYN003275,107851,2024-02-19,2023-12-31,32990.0,-0.20507790239466506,1,0.0,Contado,-50,1510,1,0,0,0,1,0,1,0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,34,M,32030.0,0,Sin_dato,I,High,0,106.0,CENTRO
SYN003277,106257,2024-01-10,2023-12-31,20671.0,0.03282908422427556,0,1031.0,Financiera Marca,-10,1470,1,1,0,1,0,0,1,0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,26,F,0.0,1,Sin_dato,B,Mid-High,0,85.0,CENTRO
SYN003278,101988,2024-02-26,2023-12-31,19099.0,-0.0011367087282056652,1,3242.0,Contado,-57,1517,1,0,0,0,0,0,1,0,0.0,0.0,179.0,0,0,0,0,0.0,0.0,0.0,0.0,36,F,28136.0,0,C,I,Mid-High,0,106.0,CENTRO
SYN003279,105564,2024-02-20,2023-12-31,25792.0,0.10404040012406947,0,1753.0,Financiera Marca,-51,1511,1,1,1,0,0,0,1,0,0.0,0.0,134.0,0,0,0,0,0.0,0.0,0.0,0.0,39,M,33461.0,0,A,B,Mid,0,81.0,CENTRO
SYN003280,101055,2024-03-22,2023-12-31,30330.0,0.21836564457632707,0,1034.0,Contado,-82,1542,1,0,0,1,0,0,1,0,0.0,0.0,68.0,0,0,0,0,0.0,0.0,0.0,0.0,38,M,21332.0,0,I,D,Mid,0,115.0,CENTRO
SYN003281,106695,2024-03-08,2023-12-31,33675.0,-0.20492383073496662,1,0.0,Contado,-68,1528,1,0,0,0,0,0,1,0,0.0,0.0,75.0,0,0,0,0,0.0,0.0,0.0,0.0,60,M,23832.0,0,G,D,High,0,110.0,CENTRO
SYN003282,104148,2024-02-12,2023-12-31,25514.0,0.19606882495884612,0,1399.0,Financiera Marca,-43,1503,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,27,M,0.0,1,Sin_dato,J,Mid,0,123.0,ESTE
SYN003283,100288,2024-02-24,2023-12-31,20470.0,0.08340986809965804,0,1762.0,Financiera Marca,-55,1515,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,51,M,0.0,1,Sin_dato,D,Mid,0,99.0,NORTE
SYN003285,104627,2024-01-20,2023-12-31,22535.0,-0.04991879298868427,1,1409.0,Contado,-20,1480,1,0,0,0,0,0,1,0,0.0,0.0,186.0,0,0,0,0,0.0,0.0,0.0,0.0,52,M,31657.0,0,A,C,Mid,0,101.0,ESTE
SYN003286,105838,2024-03-16,2023-12-31,33863.0,0.22396361810825974,0,994.0,Contado,-76,1536,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,42,M,0.0,1,Sin_dato,B,Low,0,101.0,SUR
SYN003287,101737,2024-03-10,2023-12-31,23744.0,-0.12248441711590297,1,3221.0,Otros,-70,1530,1,0,0,0,0,0,1,0,0.0,0.0,173.0,0,0,0,0,0.0,0.0,0.0,0.0,48,M,25326.0,0,H,I,High,1,106.0,CENTRO
SYN003290,107218,2024-01-06,2023-12-31,21039.0,0.10165834878083559,0,1434.0,Financiera Marca,-6,1466,1,1,1,0,0,0,1,0,0.0,0.0,13.0,0,1,0,0,0.0,0.0,0.0,0.0,35,F,34713.0,0,E,D,Low,0,89.0,CENTRO
SYN003291,106740,2024-03-22,2023-12-31,34808.0,-0.22493622155826246,1,705.0,Otros,-82,1542,1,0,0,0,0,0,1,0,0.0,0.0,86.0,0,0,0,0,0.0,0.0,0.0,0.0,34,M,26943.0,0,B,D,Low,0,89.0,ESTE
SYN003292,101088,2024-01-02,2023-12-31,13301.0,0.020028569280505223,0,1375.0,Financiera Marca,-2,1462,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,45,M,0.0,1,Sin_dato,I,High,0,117.0,ESTE
SYN003293,107958,2024-01-14,2023-12-31,20511.0,0.07268538832821413,0,1986.0,Financiera Marca,-14,1474,1,0,0,0,0,0,1,0,0.0,0.0,81.0,0,0,0,0,0.0,0.0,0.0,0.0,28,M,21118.0,0,H,I,High,1,106.0,NORTE
SYN003294,107370,2024-01-27,2023-12-31,20671.0,0.04806782448841372,0,716.0,Contado,-27,1487,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,45,M,30154.0,0,D,B,Low,0,74.0,CENTRO
SYN003295,104805,2024-03-08,2023-12-31,29157.0,0.2381325239222142,0,408.0,Contado,-68,1528,1,0,0,0,0,0,1,0,0.0,0.0,95.0,0,0,0,0,0.0,0.0,0.0,0.0,47,F,23085.0,0,H,B,Mid,0,85.0,ESTE
SYN003296,101527,2024-03-08,2023-12-31,19234.0,0.11925860455443486,0,951.0,Contado,-68,1528,1,0,0,0,1,0,1,0,0.0,0.0,98.0,0,0,0,0,0.0,0.0,0.0,0.0,30,M,28354.0,0,B,C,Low,0,78.0,CENTRO
SYN003297,107468,2024-01-09,2023-12-31,26176.0,0.015339624083129583,0,796.0,Contado,-9,1469,1,0,0,0,0,0,1,0,0.0,0.0,6.0,0,0,0,0,0.0,0.0,0.0,0.0,47,M,26149.0,0,B,B,Mid-High,0,71.0,CENTRO
SYN003298,106769,2024-01-14,2023-12-31,27147.0,0.0014137842118834495,0,355.0,Contado,-14,1474,1,0,0,0,0,0,1,0,0.0,0.0,78.0,0,0,0,0,0.0,0.0,0.0,0.0,44,M,27523.0,0,B,I,Mid-High,0,106.0,CENTRO
SYN003299,100049,2024-01-01,2023-12-31,12656.0,0.06737357774968394,0,697.0,Otros,-1,1461,1,1,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,32,M,0.0,1,Sin_dato,D,Low,0,104.0,ESTE
SYN003300,106758,2024-03-14,2023-12-31,25316.0,0.1179459630273345,0,1364.0,Contado,-74,1534,1,0,0,0,0,0,1,0,0.0,0.0,122.0,0,1,0,0,0.0,0.0,0.0,0.0,29,M,24187.0,0,I,D,Mid,0,99.0,CENTRO
SYN003302,103863,2024-03-18,2023-12-31,23452.0,-0.05126172607879925,1,1508.0,Prestamo Bancario,-78,1538,1,1,0,0,0,0,1,0,0.0,0.0,134.0,0,0,0,0,0.0,0.0,0.0,0.0,38,F,33338.0,0,D,D,Mid,0,99.0,CENTRO
SYN003303,107262,2024-02-05,2023-12-31,20317.0,0.029905990057587244,0,2834.0,Prestamo Bancario,-36,1496,1,1,0,0,0,0,1,0,0.0,0.0,112.0,0,0,0,0,0.0,0.0,0.0,0.0,57,M,29250.0,0,C,B,Mid-High,0,85.0,CENTRO
SYN003304,104782,2024-01-21,2023-12-31,19472.0,0.06697103533278553,0,1984.0,Otros,-21,1481,1,0,0,0,0,0,1,0,0.0,0.0,87.0,0,0,0,0,0.0,0.0,0.0,0.0,38,F,26943.0,0,B,I,High,1,106.0,CENTRO
SYN003305,107657,2024-03-01,2023-12-31,27332.0,0.2515531245426606,0,0.0,Contado,-61,1521,1,0,0,0,0,0,1,0,0.0,0.0,26.0,0,0,0,0,0.0,0.0,0.0,0.0,55,F,27624.0,0,H,C,Mid,0,101.0,CENTRO
SYN003306,103631,2024-01-29,2023-12-31,29446.0,0.21845310059091216,0,994.0,Contado,-29,1489,1,0,0,0,0,0,1,0,0.0,0.0,115.0,0,0,0,0,0.0,0.0,0.0,0.0,31,M,25343.0,0,H,E,Mid,0,89.0,CENTRO
SYN003307,105057,2024-03-26,2023-12-31,33675.0,-0.20492383073496662,1,0.0,Contado,-86,1546,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,31,F,25769.0,0,Sin_dato,H,Mid,0,85.0,CENTRO
SYN003308,107296,2024-01-27,2023-12-31,24004.0,-0.037165055824029326,1,1211.0,Contado,-27,1487,1,0,0,0,0,0,1,0,0.0,0.0,17.0,0,0,0,0,0.0,0.0,0.0,0.0,44,M,27344.0,0,B,I,High,1,106.0,CENTRO
SYN003310,103205,2024-02-10,2023-12-31,35404.0,0.225562648288329,0,994.0,Contado,-41,1501,1,0,0,0,0,0,1,0,0.0,0.0,112.0,0,0,0,0,0.0,0.0,0.0,0.0,28,M,37380.0,0,A,D,Low,0,104.0,CENTRO
SYN003311,107645,2024-01-31,2023-12-31,16225.0,0.09276302003081664,0,1193.0,Contado,-31,1491,1,0,0,0,0,0,1,0,0.0,0.0,7.0,0,0,0,0,0.0,0.0,0.0,0.0,60,M,18848.0,0,J,D,High,0,106.0,SUR
SYN003312,104715,2024-01-25,2023-12-31,34791.0,0.21939610818889943,0,1187.0,Financiera Marca,-25,1485,1,0,0,0,0,0,1,0,0.0,0.0,12.0,0,0,0,0,0.0,0.0,0.0,0.0,25,M,24841.0,0,G,I,High,0,106.0,CENTRO
SYN003314,105391,2024-01-21,2023-12-31,23545.0,-0.0284552983648333,1,978.0,Prestamo Bancario,-21,1481,1,1,0,0,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,42,M,0.0,1,Sin_dato,I,Mid-High,0,106.0,CENTRO
SYN003315,103609,2024-01-14,2023-12-31,16683.0,0.06217706647485464,0,1744.0,Contado,-14,1474,1,0,0,0,0,0,1,0,0.0,0.0,72.0,0,1,0,0,0.0,0.0,0.0,0.0,36,F,20158.0,0,J,I,Mid,1,124.0,CENTRO
SYN003316,105903,2024-01-22,2023-12-31,12656.0,0.0318173198482933,0,1147.0,Otros,-22,1482,1,0,0,0,0,0,1,0,0.0,0.0,77.0,0,0,0,0,0.0,0.0,0.0,0.0,25,M,27368.0,0,B,I,Mid,0,106.0,NORTE
SYN003317,106365,2024-02-22,2023-12-31,36634.0,0.21568706665938744,0,1399.0,Financiera Marca,-53,1513,1,0,0,1,0,0,1,0,0.0,0.0,63.0,0,0,0,0,0.0,0.0,0.0,0.0,35,M,25412.0,0,H,D,Mid,0,120.0,ESTE
