code,pvp,margen_relativo,margen_eur_negativo,coste_venta_no_impuestos,forma_pago,dias_desde_compra,tenure_days,days_last_service,en_garantia,ext_garantia_tiene,ext_garantia_financiera,garantia_dias_restantes,mantenimiento_gratuito,seguro_bateria_largo_plazo,sin_revisiones,revisiones,km_ultima_revision,km_medio_por_revision,encuesta_cliente_zona_taller,tiene_queja,lead_compra,fue_lead,frequency_total,ticket_avg,service_interval_mean_days,service_interval_std_days,edad,genero,renta_media_estimada,renta_desconocida,status_social,modelo,equipamiento,es_electrico,kw,zona
SYN005562,21393.0,-0.0563263684382742,1,1462.0,Contado,69,0.0,0,1,0,0,1391,0,0,1,0,0.0,0.0,84.0,0,0,0,0.0,21393.0,0.0,0.0,31,M,23719.0,0,G,B,High,0,74.0,ESTE
SYN005563,21990.0,0.10643838108231014,0,1405.0,Contado,72,0.0,0,1,0,0,1388,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,21990.0,0.0,0.0,41,M,0.0,1,Sin_dato,I,High,0,106.0,CENTRO
SYN005565,24512.0,-0.02309358681462141,1,897.0,Contado,34,0.0,0,1,0,0,1426,0,1,1,0,0.0,0.0,93.0,0,0,0,0.0,24512.0,0.0,0.0,48,M,27848.0,0,B,B,Mid,0,74.0,ESTE
SYN005568,30246.0,-0.23198373338623288,1,793.0,Otros,19,0.0,0,1,1,0,1441,0,1,1,0,0.0,0.0,73.0,0,0,0,0.0,30246.0,0.0,0.0,57,M,28489.0,0,D,D,Low,0,89.0,CENTRO
SYN005569,34133.0,-0.21361351185070168,1,300.0,Contado,77,0.0,0,1,1,0,1383,0,0,1,0,0.0,0.0,92.0,0,0,0,0.0,34133.0,0.0,0.0,33,M,26842.0,0,B,I,Mid,0,106.0,CENTRO
SYN005570,18751.0,0.12858300890619168,0,746.0,Contado,85,0.0,0,1,0,0,1375,0,1,1,0,0.0,0.0,11.0,0,0,0,0.0,18751.0,0.0,0.0,37,M,37469.0,0,A,A,Low,0,53.0,ESTE
SYN005571,30330.0,0.21836564457632707,0,1034.0,Contado,58,0.0,0,1,0,0,1402,0,0,1,0,0.0,0.0,18.0,0,0,0,0.0,30330.0,0.0,0.0,55,F,27333.0,0,B,I,High,0,106.0,CENTRO
SYN005572,20511.0,0.09891521622544,0,1448.0,Contado,18,0.0,0,1,0,0,1442,0,0,1,0,0.0,0.0,171.0,0,1,0,0.0,20511.0,0.0,0.0,40,F,25925.0,0,H,B,Mid-High,0,85.0,NORTE
SYN005574,36771.0,0.21359767207854016,0,1482.0,Financiera Marca,83,0.0,0,1,1,1,1377,0,0,1,0,0.0,0.0,97.0,0,0,0,0.0,36771.0,0.0,0.0,59,M,29132.0,0,D,I,High,0,117.0,CENTRO
SYN005576,22535.0,-0.015794098069669405,1,640.0,Contado,20,0.0,0,1,1,0,1440,0,0,1,0,0.0,0.0,144.0,0,0,0,0.0,22535.0,0.0,0.0,52,M,24549.0,0,E,A,Mid-High,0,64.0,CENTRO
SYN005577,26002.0,0.19258980078455504,0,1521.0,Financiera Marca,56,0.0,0,1,1,1,1404,0,0,1,0,0.0,0.0,67.0,0,1,0,0.0,26002.0,0.0,0.0,36,M,23867.0,0,G,B,Mid,0,77.0,CENTRO
SYN005578,26389.0,-0.04856493235817954,1,1657.0,Otros,18,0.0,0,1,0,0,1442,0,1,1,0,0.0,0.0,179.0,0,1,0,0.0,26389.0,0.0,0.0,43,M,27062.0,0,G,I,Mid-High,0,106.0,SUR
SYN005580,36634.0,0.22674237047551454,0,994.0,Otros,76,0.0,0,1,1,0,1384,0,0,1,0,0.0,0.0,147.0,0,0,0,0.0,36634.0,0.0,0.0,41,M,29857.0,0,C,I,Mid-High,0,117.0,CENTRO
SYN005581,20470.0,0.12302882266731803,0,951.0,Otros,1,0.0,0,1,0,0,1459,0,0,1,0,0.0,0.0,62.0,0,0,0,0.0,20470.0,0.0,0.0,26,M,25376.0,0,I,B,Mid-High,0,85.0,CENTRO
SYN005582,23423.0,0.18675575289245613,0,1482.0,Financiera Marca,19,0.0,0,1,1,1,1441,0,0,1,0,0.0,0.0,125.0,0,0,0,0.0,23423.0,0.0,0.0,38,M,27849.0,0,C,I,Mid,1,124.0,CENTRO
SYN005583,28667.0,0.21590993127986882,0,1034.0,Financiera Marca,28,0.0,0,1,1,1,1432,1,0,1,0,0.0,0.0,196.0,0,0,0,0.0,28667.0,0.0,0.0,59,M,33807.0,0,E,C,Low,0,78.0,CENTRO
SYN005584,21055.0,-0.04991688435051057,1,1300.0,Contado,7,0.0,0,1,0,0,1453,0,0,1,0,0.0,0.0,139.0,0,0,0,0.0,21055.0,0.0,0.0,45,F,28919.0,0,G,C,Mid-High,0,78.0,NORTE
SYN005585,30330.0,0.20501252884932408,0,1439.0,Financiera Marca,40,0.0,0,1,0,0,1420,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,30330.0,0.0,0.0,74,M,0.0,1,Sin_dato,I,High,0,106.0,CENTRO
SYN005586,23039.0,-0.07235470289509094,1,1963.0,Contado,59,0.0,0,1,0,0,1401,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,23039.0,0.0,0.0,39,M,0.0,1,Sin_dato,C,Mid-High,0,78.0,CENTRO
SYN005587,20609.0,0.09552428550633218,0,1526.0,Contado,71,0.0,0,1,0,0,1389,0,0,1,0,0.0,0.0,13.0,0,0,0,0.0,20609.0,0.0,0.0,38,F,29109.0,0,D,B,Mid,0,85.0,CENTRO
SYN005588,24482.0,-0.019801486806633444,1,815.0,Contado,59,0.0,0,1,0,0,1401,0,0,1,0,0.0,0.0,139.0,0,0,0,0.0,24482.0,0.0,0.0,58,M,33862.0,0,A,D,High,0,106.0,ESTE
SYN005589,24528.0,-0.06856205153294194,1,2013.0,Contado,24,0.0,0,1,0,0,1436,0,0,1,0,0.0,0.0,157.0,0,0,0,0.0,24528.0,0.0,0.0,37,F,33630.0,0,E,H,Mid,0,74.0,CENTRO
SYN005590,12210.0,-0.03666994266994267,1,1934.0,Contado,79,0.0,0,1,0,0,1381,0,0,1,0,0.0,0.0,48.0,0,0,0,0.0,12210.0,0.0,0.0,76,F,0.0,1,C,I,High,0,106.0,CENTRO
SYN005591,24274.0,0.16454766416742192,0,2084.0,Financiera Marca,41,0.0,0,1,1,1,1419,0,0,1,0,0.0,0.0,146.0,0,0,0,0.0,24274.0,0.0,0.0,54,M,33259.0,0,D,D,Mid-High,0,106.0,CENTRO
SYN005592,26885.0,0.21294104519248652,0,1034.0,Financiera Marca,76,0.0,0,1,1,1,1384,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,26885.0,0.0,0.0,54,M,31113.0,0,Sin_dato,I,High,0,106.0,ESTE
SYN005593,22948.0,0.1807800244029981,0,1584.0,Financiera Marca,24,0.0,0,1,1,1,1436,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,22948.0,0.0,0.0,44,M,27772.0,0,Sin_dato,B,Mid-High,0,85.0,CENTRO
SYN005594,34791.0,0.23635451697278032,0,597.0,Contado,45,0.0,0,1,1,0,1415,0,0,1,0,0.0,0.0,97.0,0,0,0,0.0,34791.0,0.0,0.0,37,M,31809.0,0,C,I,High,1,106.0,NORTE
SYN005595,31208.0,-0.2761657267367342,1,2205.0,Otros,80,0.0,0,1,0,0,1380,0,1,1,0,0.0,0.0,13.0,0,1,0,0.0,31208.0,0.0,0.0,42,M,25711.0,0,C,A,Mid-High,0,48.0,ESTE
SYN005597,31001.0,-0.09319957420728364,1,3374.0,Financiera Marca,77,0.0,0,1,1,1,1383,1,0,1,0,0.0,0.0,85.0,0,0,0,0.0,31001.0,0.0,0.0,64,M,23521.0,0,E,H,Mid,0,85.0,NORTE
SYN005599,24004.0,0.013284869188468587,0,0.0,Contado,39,0.0,0,1,0,0,1421,0,0,1,0,0.0,0.0,83.0,0,0,0,0.0,24004.0,0.0,0.0,45,M,30824.0,0,G,B,Mid-High,0,71.0,CENTRO
SYN005600,28667.0,0.21590993127986882,0,1034.0,Otros,65,0.0,0,1,0,0,1395,0,0,1,0,0.0,0.0,12.0,0,1,0,0.0,28667.0,0.0,0.0,37,M,32025.0,0,C,D,High,0,110.0,ESTE
SYN005601,28287.0,0.20099056103510446,0,1439.0,Financiera Marca,46,0.0,0,1,0,0,1414,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,28287.0,0.0,0.0,36,F,0.0,1,Sin_dato,B,Mid-High,0,71.0,CENTRO
SYN005602,31208.0,-0.2697571135606255,1,2005.0,Contado,68,0.0,0,1,0,0,1392,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,31208.0,0.0,0.0,63,M,31991.0,0,U,B,Mid-High,0,85.0,ESTE
SYN005603,27332.0,0.22886909117517926,0,620.0,Otros,28,0.0,0,1,0,0,1432,0,0,1,0,0.0,0.0,15.0,0,0,0,0.0,27332.0,0.0,0.0,46,M,23632.0,0,I,B,Mid-High,0,77.0,ESTE
SYN005604,14273.0,0.00424717999019127,0,1719.0,Otros,80,0.0,0,1,1,0,1380,0,0,1,0,0.0,0.0,116.0,0,0,0,0.0,14273.0,0.0,0.0,46,F,36952.0,0,A,H,Mid,0,85.0,CENTRO
SYN005605,13797.0,0.02442052620134812,0,1375.0,Contado,39,0.0,0,1,0,0,1421,0,0,1,0,0.0,0.0,127.0,0,0,0,0.0,13797.0,0.0,0.0,39,F,37015.0,0,A,B,Mid-High,0,74.0,CENTRO
SYN005606,30388.0,0.21976273529024615,0,994.0,Otros,17,0.0,0,1,0,0,1443,0,0,1,0,0.0,0.0,143.0,0,0,0,0.0,30388.0,0.0,0.0,49,M,24584.0,0,E,K,Mid,1,193.0,CENTRO
SYN005607,13433.0,0.08956822749944168,0,457.0,Otros,1,0.0,0,1,0,0,1459,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,13433.0,0.0,0.0,53,F,0.0,1,Sin_dato,B,Mid-High,0,85.0,CENTRO
SYN005608,22875.0,0.037575956284153,0,1059.0,Financiera Marca,6,0.0,0,1,0,0,1454,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,22875.0,0.0,0.0,44,F,0.0,1,Sin_dato,A,Mid-High,0,64.0,NORTE
SYN005609,29998.0,-0.04953830255350357,1,1947.0,Contado,20,0.0,0,1,1,1,1440,0,0,1,0,0.0,0.0,1.0,0,0,0,0.0,29998.0,0.0,0.0,34,F,31185.0,0,C,A,Mid-High,0,48.0,CENTRO
SYN005610,35236.0,-0.213109036212964,1,300.0,Contado,11,0.0,0,1,1,1,1449,0,0,1,0,0.0,0.0,1.0,0,0,0,0.0,35236.0,0.0,0.0,37,M,26926.0,0,B,I,High,1,106.0,CENTRO
SYN005611,25316.0,0.06734555221993996,0,2645.0,Financiera Marca,30,0.0,0,1,0,0,1430,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,25316.0,0.0,0.0,31,M,0.0,1,Sin_dato,D,Low,0,104.0,ESTE
SYN005612,20576.0,0.0824096034214619,0,1793.0,Otros,72,0.0,0,1,1,0,1388,0,1,1,0,0.0,0.0,0.0,0,0,0,0.0,20576.0,0.0,0.0,31,M,0.0,1,Sin_dato,B,Low,0,101.0,CENTRO
SYN005613,30388.0,0.21976273529024615,0,994.0,Contado,50,0.0,0,1,0,0,1410,0,0,1,0,0.0,0.0,1.0,0,0,0,0.0,30388.0,0.0,0.0,53,M,28296.0,0,B,B,Mid-High,0,85.0,ESTE
SYN005614,13864.0,0.03912723600692441,0,1179.0,Financiera Marca,50,0.0,0,1,0,0,1410,1,0,1,0,0.0,0.0,12.0,0,1,0,0.0,13864.0,0.0,0.0,36,F,30535.0,0,C,B,Mid,0,85.0,CENTRO
SYN005615,34578.0,-0.06916247324888658,1,2961.0,Financiera Marca,44,0.0,0,1,1,1,1416,0,0,1,0,0.0,0.0,122.0,0,0,0,0.0,34578.0,0.0,0.0,28,M,30115.0,0,C,A,Low,0,53.0,CENTRO
SYN005617,16683.0,0.09682311334891806,0,1166.0,Contado,88,0.0,0,1,0,0,1372,0,0,1,0,0.0,0.0,17.0,0,0,0,0.0,16683.0,0.0,0.0,39,M,33845.0,0,E,B,Mid,0,81.0,NORTE
SYN005618,17118.0,0.04050356350040893,0,2167.0,Financiera Marca,89,0.0,0,1,0,0,1371,0,0,1,0,0.0,0.0,99.0,0,0,0,0.0,17118.0,0.0,0.0,37,M,27046.0,0,I,I,High,1,106.0,CENTRO
SYN005619,22609.0,-0.08864478747401477,1,2290.0,Prestamo Bancario,27,0.0,0,1,0,0,1433,0,0,1,0,0.0,0.0,14.0,0,0,0,0.0,22609.0,0.0,0.0,32,M,29655.0,0,D,B,Mid-High,0,106.0,ESTE
SYN005620,27379.0,0.2138029146426093,0,1034.0,Otros,6,0.0,0,1,0,0,1454,0,0,1,0,0.0,0.0,167.0,0,0,0,0.0,27379.0,0.0,0.0,50,M,25958.0,0,H,D,High,0,106.0,CENTRO
SYN005621,25893.0,-0.02820607886301317,1,1094.0,Contado,70,0.0,0,1,0,0,1390,0,0,1,0,0.0,0.0,161.0,0,0,0,0.0,25893.0,0.0,0.0,32,M,32462.0,0,D,B,Mid-High,0,85.0,CENTRO
SYN005622,25514.0,0.21194246296151134,0,994.0,Contado,9,0.0,0,1,1,0,1451,0,0,1,0,0.0,0.0,0.0,0,1,0,0.0,25514.0,0.0,0.0,42,F,0.0,1,Sin_dato,D,Mid-High,0,106.0,CENTRO
SYN005623,25223.0,0.23461285334813464,0,408.0,Contado,43,0.0,0,1,0,0,1417,0,1,1,0,0.0,0.0,118.0,0,1,0,0.0,25223.0,0.0,0.0,57,M,32159.0,0,C,B,Mid,0,85.0,ESTE
SYN005624,30377.0,-0.08200513546433157,1,2961.0,Financiera Marca,66,0.0,0,1,1,1,1394,0,0,1,0,0.0,0.0,114.0,0,0,0,0.0,30377.0,0.0,0.0,48,M,25487.0,0,C,H,Mid,0,74.0,NORTE
SYN005625,11475.0,0.04485751633986928,0,867.0,Contado,82,0.0,0,1,0,0,1378,0,0,1,0,0.0,0.0,92.0,0,0,0,0.0,11475.0,0.0,0.0,25,Desconocido,30932.0,0,C,B,Mid-High,0,85.0,CENTRO
SYN005626,19552.0,0.10518617021276595,0,1246.0,Contado,17,0.0,0,1,0,0,1443,0,0,1,0,0.0,0.0,123.0,0,0,0,0.0,19552.0,0.0,0.0,59,M,27388.0,0,G,B,Mid-High,0,85.0,SUR
SYN005627,23744.0,-0.16409492924528302,1,4209.0,Financiera Marca,6,0.0,0,1,1,1,1454,0,0,1,0,0.0,0.0,135.0,0,0,0,0.0,23744.0,0.0,0.0,36,F,33955.0,0,A,J,Mid,0,123.0,SUR
SYN005628,14766.0,0.10644250304754165,0,278.0,Contado,41,0.0,0,1,1,0,1419,0,1,1,0,0.0,0.0,112.0,0,0,0,0.0,14766.0,0.0,0.0,55,F,27279.0,0,E,D,Low,0,89.0,ESTE
SYN005629,22948.0,0.18522485619661844,0,1482.0,Financiera Marca,68,0.0,0,1,1,1,1392,0,0,1,0,0.0,0.0,11.0,0,0,0,0.0,22948.0,0.0,0.0,42,F,24967.0,0,H,B,Mid,0,85.0,ESTE
SYN005630,19234.0,0.09482270978475615,0,1421.0,Financiera Marca,10,0.0,0,1,1,1,1450,0,0,1,0,0.0,0.0,77.0,0,0,0,0.0,19234.0,0.0,0.0,60,M,0.0,1,K,I,Mid-High,0,117.0,CENTRO
SYN005631,27379.0,0.19225355199240293,0,1624.0,Financiera Marca,88,0.0,0,1,1,1,1372,0,0,1,0,0.0,0.0,22.0,0,0,0,0.0,27379.0,0.0,0.0,55,M,30856.0,0,B,I,Mid,1,124.0,CENTRO
SYN005632,32392.0,-0.06638398369967893,1,2668.0,Financiera Marca,61,0.0,0,1,0,0,1399,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,32392.0,0.0,0.0,37,M,0.0,1,Sin_dato,I,Mid-High,0,106.0,ESTE
SYN005633,19930.0,0.1691560461615655,0,0.0,Contado,54,0.0,0,1,0,0,1406,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,19930.0,0.0,0.0,52,M,0.0,1,Sin_dato,B,Mid,0,106.0,CENTRO
SYN005634,20841.0,0.11178974137517393,0,1207.0,Prestamo Bancario,71,0.0,0,1,1,0,1389,0,1,1,0,0.0,0.0,48.0,0,0,0,0.0,20841.0,0.0,0.0,37,F,0.0,1,H,B,Mid,0,106.0,CENTRO
SYN005635,29446.0,0.21845310059091216,0,994.0,Contado,82,0.0,0,1,0,0,1378,0,0,1,0,0.0,0.0,119.0,0,0,0,0.0,29446.0,0.0,0.0,53,F,37069.0,0,A,J,Mid,0,123.0,CENTRO
SYN005636,20362.0,0.13887535605539733,0,622.0,Contado,84,0.0,0,1,1,0,1376,0,0,1,0,0.0,0.0,19.0,0,0,0,0.0,20362.0,0.0,0.0,55,M,24724.0,0,H,I,Mid-High,0,106.0,CENTRO
SYN005637,19614.0,0.10068624451922097,0,1339.0,Financiera Marca,37,0.0,0,1,1,1,1423,0,0,1,0,0.0,0.0,79.0,0,0,0,0.0,19614.0,0.0,0.0,32,M,27304.0,0,B,B,Low,0,74.0,NORTE
SYN005639,33874.0,-0.20488014406329338,1,0.0,Contado,71,0.0,0,1,0,0,1389,0,0,1,0,0.0,0.0,185.0,0,0,0,0.0,33874.0,0.0,0.0,60,M,33189.0,0,A,B,Mid-High,0,71.0,ESTE
SYN005642,20511.0,0.12534006143045195,0,906.0,Financiera Marca,53,0.0,0,1,0,0,1407,0,0,1,0,0.0,0.0,125.0,0,0,0,0.0,20511.0,0.0,0.0,39,M,29103.0,0,C,I,High,0,117.0,SUR
SYN005643,28453.0,0.25191368221277194,0,0.0,Financiera Marca,58,0.0,0,1,0,0,1402,0,0,1,0,0.0,0.0,65.0,0,0,0,0.0,28453.0,0.0,0.0,60,M,28682.0,0,F,B,Mid-High,0,71.0,CENTRO
SYN005644,16683.0,0.04916981358268896,0,1961.0,Contado,59,0.0,0,1,0,0,1401,0,0,1,0,0.0,0.0,171.0,0,0,0,0.0,16683.0,0.0,0.0,42,M,25500.0,0,H,B,Mid-High,0,85.0,CENTRO
SYN005645,17550.0,0.040731054131054135,0,2224.0,Contado,20,0.0,0,1,0,0,1440,0,1,1,0,0.0,0.0,145.0,0,1,0,0.0,17550.0,0.0,0.0,35,M,27434.0,0,B,C,Mid,0,101.0,ESTE
SYN005647,28287.0,0.20099056103510446,0,1439.0,Financiera Marca,22,0.0,0,1,0,0,1438,1,0,1,0,0.0,0.0,95.0,0,0,0,0.0,28287.0,0.0,0.0,53,M,31223.0,0,H,E,Mid,0,89.0,CENTRO
SYN005648,11475.0,0.03588148148148148,0,970.0,Contado,20,0.0,0,1,0,0,1440,0,0,1,0,0.0,0.0,115.0,0,0,0,0.0,11475.0,0.0,0.0,53,M,0.0,1,K,H,Mid,0,85.0,CENTRO
SYN005650,20936.0,-0.0013288116163546046,1,274.0,Contado,60,0.0,0,1,0,0,1400,0,0,1,0,0.0,0.0,19.0,0,0,0,0.0,20936.0,0.0,0.0,47,M,24119.0,0,C,I,Mid-High,0,117.0,ESTE
SYN005651,19329.0,0.11956541983548036,0,951.0,Contado,82,0.0,0,1,0,0,1378,0,0,1,0,0.0,0.0,81.0,0,0,0,0.0,19329.0,0.0,0.0,40,M,29725.0,0,G,I,Mid,1,124.0,CENTRO
SYN005652,22465.0,0.12823903850434007,0,951.0,Otros,45,0.0,0,1,1,0,1415,0,0,1,0,0.0,0.0,113.0,0,0,0,0.0,22465.0,0.0,0.0,59,M,37564.0,0,A,I,High,1,106.0,ESTE
SYN005653,32916.0,0.22585368817596305,0,897.0,Contado,6,0.0,0,1,1,0,1454,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,32916.0,0.0,0.0,30,M,0.0,1,Sin_dato,B,Mid,0,85.0,CENTRO
SYN005654,32689.0,0.24057083422558048,0,408.0,Contado,81,0.0,0,1,1,0,1379,0,0,1,0,0.0,0.0,115.0,0,0,0,0.0,32689.0,0.0,0.0,35,M,37770.0,0,A,I,Mid-High,0,106.0,CENTRO
SYN005655,29240.0,0.21815560875512996,0,994.0,Otros,79,0.0,0,1,1,0,1381,0,0,1,0,0.0,0.0,115.0,0,0,0,0.0,29240.0,0.0,0.0,43,M,32076.0,0,A,B,Low,0,74.0,CENTRO
SYN005656,25514.0,0.19606882495884612,0,1399.0,Financiera Marca,89,0.0,0,1,0,0,1371,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,25514.0,0.0,0.0,49,M,0.0,1,Sin_dato,B,Mid-High,0,85.0,SUR
SYN005657,22317.0,0.03739974010843751,0,1031.0,Financiera Marca,79,0.0,0,1,0,0,1381,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,22317.0,0.0,0.0,46,M,0.0,1,Sin_dato,I,Mid,1,124.0,CENTRO
SYN005659,22948.0,0.20649032595433153,0,994.0,Otros,86,0.0,0,1,0,0,1374,0,0,1,0,0.0,0.0,75.0,0,0,0,0.0,22948.0,0.0,0.0,46,F,23722.0,0,G,I,Mid-High,0,117.0,NORTE
SYN005660,16098.0,0.053431482171698345,0,1179.0,Financiera Marca,58,0.0,0,1,0,0,1402,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,16098.0,0.0,0.0,31,M,0.0,1,Sin_dato,A,Low,0,53.0,ESTE
SYN005661,20671.0,0.0432301291664651,0,816.0,Otros,34,0.0,0,1,0,0,1426,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,20671.0,0.0,0.0,33,F,0.0,1,Sin_dato,I,High,0,106.0,CENTRO
SYN005662,19214.0,0.04341521807015718,0,2407.0,Contado,74,0.0,0,1,0,0,1386,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,19214.0,0.0,0.0,26,F,32062.0,0,U,B,Mid-High,0,106.0,CENTRO
SYN005663,17118.0,0.11919266269423998,0,820.0,Contado,80,0.0,0,1,0,0,1380,0,0,1,0,0.0,0.0,116.0,0,0,0,0.0,17118.0,0.0,0.0,47,M,30710.0,0,C,B,Mid-High,0,85.0,ESTE
SYN005664,28405.0,0.21950994543214225,0,920.0,Otros,85,0.0,0,1,0,0,1375,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,28405.0,0.0,0.0,32,M,26071.0,0,Sin_dato,I,High,0,106.0,CENTRO
SYN005665,16370.0,0.07824129505192425,0,797.0,Contado,2,0.0,0,1,1,0,1458,0,1,1,0,0.0,0.0,141.0,0,0,0,0.0,16370.0,0.0,0.0,20,M,27980.0,0,C,I,High,0,106.0,CENTRO
SYN005666,23707.0,-0.08749061458640907,1,2386.0,Contado,84,0.0,0,1,1,0,1376,0,0,1,0,0.0,0.0,133.0,0,0,0,0.0,23707.0,0.0,0.0,42,M,30768.0,0,G,I,High,0,106.0,ESTE
SYN005667,19820.0,-0.10288950554994955,1,2259.0,Otros,38,0.0,0,1,0,0,1422,0,1,1,0,0.0,0.0,19.0,0,0,0,0.0,19820.0,0.0,0.0,35,M,27863.0,0,C,B,Mid-High,0,74.0,ESTE
SYN005669,24004.0,0.013284869188468587,0,0.0,Contado,68,0.0,0,1,0,0,1392,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,24004.0,0.0,0.0,56,Desconocido,0.0,1,Sin_dato,C,Low,0,78.0,NORTE
SYN005670,32966.0,-0.2087235333373779,1,120.0,Otros,40,0.0,0,1,1,0,1420,0,0,1,0,0.0,0.0,6.0,0,0,0,0.0,32966.0,0.0,0.0,32,F,25689.0,0,H,I,Mid-High,0,106.0,CENTRO
SYN005671,24004.0,-0.004003916013997667,1,415.0,Contado,34,0.0,0,1,0,0,1426,0,1,1,0,0.0,0.0,0.0,0,0,0,0.0,24004.0,0.0,0.0,34,F,22722.0,0,Sin_dato,D,Mid,0,99.0,CENTRO
SYN005672,25792.0,0.0924088864764268,0,2053.0,Financiera Marca,25,0.0,0,1,1,1,1435,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,25792.0,0.0,0.0,51,M,32529.0,0,Sin_dato,D,Low,0,85.0,CENTRO
SYN005674,19994.0,0.10662748824647393,0,1251.0,Contado,71,0.0,0,1,1,1,1389,0,0,1,0,0.0,0.0,9.0,0,1,0,0.0,19994.0,0.0,0.0,54,M,37450.0,0,D,H,Mid,0,85.0,ESTE
SYN005675,25147.0,0.1951254622817831,0,1399.0,Financiera Marca,24,0.0,0,1,0,0,1436,1,0,1,0,0.0,0.0,88.0,0,0,0,0.0,25147.0,0.0,0.0,29,M,31567.0,0,E,I,High,1,106.0,CENTRO
SYN005677,19099.0,0.07996701397978952,0,1693.0,Contado,52,0.0,0,1,1,0,1408,0,0,1,0,0.0,0.0,87.0,0,0,0,0.0,19099.0,0.0,0.0,27,F,24695.0,0,H,I,High,0,106.0,ESTE
SYN005679,20671.0,0.03282908422427556,0,1031.0,Financiera Marca,84,0.0,0,1,0,0,1376,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,20671.0,0.0,0.0,39,F,0.0,1,Sin_dato,B,Mid-High,0,71.0,ESTE
SYN005682,22764.0,-0.04305701985591284,1,1989.0,Contado,47,0.0,0,1,0,0,1413,0,0,1,0,0.0,0.0,9.0,0,0,0,0.0,22764.0,0.0,0.0,41,M,31602.0,0,D,K,Mid,1,193.0,ESTE
SYN005684,21403.0,0.049665934682053915,0,716.0,Contado,17,0.0,0,1,0,0,1443,0,0,1,0,0.0,0.0,143.0,0,0,0,0.0,21403.0,0.0,0.0,58,F,33360.0,0,D,B,Mid-High,0,85.0,CENTRO
SYN005685,30892.0,-0.20559271008675387,1,0.0,Prestamo Bancario,58,0.0,0,1,0,0,1402,0,0,1,0,0.0,0.0,115.0,0,1,0,0.0,30892.0,0.0,0.0,40,F,32058.0,0,C,C,Mid,0,81.0,ESTE
SYN005686,25004.0,-0.07396456566949289,1,2192.0,Contado,62,0.0,0,1,1,0,1398,0,0,1,0,0.0,0.0,14.0,0,0,0,0.0,25004.0,0.0,0.0,51,F,29469.0,0,H,B,Mid,0,81.0,SUR
SYN005687,14273.0,-0.024618510474322147,1,2131.0,Financiera Marca,36,0.0,0,1,0,0,1424,0,0,1,0,0.0,0.0,15.0,0,0,0,0.0,14273.0,0.0,0.0,55,F,31993.0,0,C,D,Low,0,89.0,CENTRO
SYN005688,19994.0,0.0699664899469841,0,1984.0,Prestamo Bancario,76,0.0,0,1,0,0,1384,0,0,1,0,0.0,0.0,136.0,0,0,0,0.0,19994.0,0.0,0.0,42,M,35383.0,0,E,D,Low,0,104.0,SUR
SYN005689,18393.0,0.08834937204371228,0,1467.0,Financiera Marca,79,0.0,0,1,1,0,1381,0,0,1,0,0.0,0.0,127.0,0,0,0,0.0,18393.0,0.0,0.0,41,F,31006.0,0,G,D,Low,0,86.0,ESTE
SYN005690,23321.0,0.09581192916255735,0,1753.0,Financiera Marca,15,0.0,0,1,1,1,1445,0,0,1,0,0.0,0.0,118.0,0,0,0,0.0,23321.0,0.0,0.0,41,M,24551.0,0,I,D,Mid,0,115.0,CENTRO
SYN005691,28667.0,0.19892175672375903,0,1521.0,Financiera Marca,49,0.0,0,1,1,1,1411,0,0,1,0,0.0,0.0,89.0,0,1,0,0.0,28667.0,0.0,0.0,23,M,28670.0,0,D,B,Mid-High,0,106.0,ESTE
SYN005692,30330.0,0.20230893504780745,0,1521.0,Financiera Marca,64,0.0,0,1,1,1,1396,0,0,1,0,0.0,0.0,97.0,0,0,0,0.0,30330.0,0.0,0.0,48,M,32081.0,0,C,B,Mid,0,74.0,ESTE
SYN005693,13301.0,0.02183294489136155,0,1351.0,Contado,39,0.0,0,1,0,0,1421,0,0,1,0,0.0,0.0,89.0,0,1,0,0.0,13301.0,0.0,0.0,46,F,31915.0,0,C,B,Mid-High,0,85.0,NORTE
