CODE,Modelo_letra,PVP_original,p_churn,riesgo,valor,segmento,tasa_respuesta,CLTV,accion,descripcion_accion,coste_efectivo_contacto,coste_efectivo_adicional,coste_efectivo_descuento,coste_efectivo_marketing,coste_accion,CLTV_con_accion,ganancia_cltv,ROI
SYN002165,H,27027,0.36638618,ALTO,Medio,ALTO riesgo / Medio valor,0.8,489.77421438862956,Pack Premium VIP,Recogida + lavado + neumáticos + bono 50€,0.1,80.0,40.0,3.1064000000000003,123.20639999999999,1037.4502858933417,438.1408572037697,2.556153391412863
SYN001739,B,19099,0.28695205,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,489.76487379387675,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,654.4248968331036,90.56301267157478,1.3616248896858443
SYN006572,C,25957,0.31600752,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,489.74288119429684,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.6698000000000004,38.4698,678.6499774921549,103.89890296382194,1.7007913470780183
SYN001110,D,21650,0.3260741,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,489.4360150151266,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.7545000000000002,38.5545,683.2618435513017,106.60420569489631,1.765026279549633
SYN000542,C,25893,0.31627887,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,489.0786820531789,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.6698000000000004,38.4698,677.8661832598748,103.83312566368274,1.6990815045485739
SYN009151,C,25893,0.31627887,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,489.0786820531789,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.6698000000000004,38.4698,677.8661832598748,103.83312566368274,1.6990815045485739
SYN007706,C,24528,0.31629804,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,489.03181670205566,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.6698000000000004,38.4698,677.8108717624118,103.82848028319589,1.6989607505938658
SYN000845,B,20982,0.28729358,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,488.9440651577735,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,653.4976731894286,90.50448441741032,1.3600986398658885
SYN007928,B,21990,0.28729603,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,488.938197936473,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,653.4910441999224,90.50406544489718,1.360087714258558
SYN005948,B,18694,0.28739053,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,488.7113727572646,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,653.2347572572249,90.4878614749782,1.3596651609716972
SYN007317,B,19172,0.28744262,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,488.586390158777,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,653.0935309683364,90.47892744525765,1.3594321869756822
SYN000443,B,19172,0.28744262,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,488.586390158777,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,653.0935309683364,90.47892744525765,1.3594321869756822
SYN003771,A,14406,0.27721745,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,488.4675590355813,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.4712500000000002,38.271249999999995,647.8307684960038,87.64976520323236,1.2902247823949407
SYN001258,D,21393,0.32648358,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,488.4445241660721,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.7545000000000002,38.5545,682.0807286629348,106.4999124732745,1.7623211939792893
SYN005295,C,24482,0.31657678,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,488.350726008671,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.6698000000000004,38.4698,677.0069204880682,103.76090696366846,1.6972042215885825
SYN002973,C,23643,0.3165782,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,488.3472335495991,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.6698000000000004,38.4698,677.0027974844899,103.76056016418994,1.6971952067385312
SYN002029,B,17305,0.28755158,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,488.3251084503277,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,652.7982681184258,90.46023781745393,1.358944814825638
SYN005920,B,18854,0.2875526,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,488.32267937184395,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,652.7955229788645,90.4600639838613,1.35894028174169
SYN007073,B,20066,0.2876235,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,488.1527511900088,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,652.6034778125355,90.4478996423897,1.358623070435015
SYN000533,C,22600,0.31668758,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,488.08029440172294,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.6698000000000004,38.4698,676.6876474056083,103.73404415213699,1.6965059384799763
SYN001752,B,21990,0.2876835,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,488.00902103079085,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,652.4410301979769,90.43760504195237,1.358354616637985
SYN004929,D,27160,0.32668757,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,487.95147934315133,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.7545000000000002,38.5545,681.4932235212284,106.44795929794239,1.760973668390004
SYN008177,B,21990,0.28782496,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,487.6702809342442,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,652.0581399617006,90.41332246510102,1.3577213963399166
SYN005066,B,21990,0.28782496,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,487.6702809342442,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,652.0581399617006,90.41332246510102,1.3577213963399166
SYN005630,B,19234,0.28784424,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,487.62413358332236,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,652.0059738851311,90.4100121659948,1.3576350731873301
SYN007949,A,14406,0.27762267,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,487.4873124657285,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.4712500000000002,38.271249999999995,646.7339271902831,87.58563809850504,1.2885491876671145
SYN006614,A,14406,0.27762267,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,487.4873124657285,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.4712500000000002,38.271249999999995,646.7339271902831,87.58563809850504,1.2885491876671145
SYN001979,B,21610,0.28790626,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,487.4757414178172,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,651.8382212248371,90.39936389386095,1.3573573966418881
SYN007500,C,25888,0.31697243,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,487.3859076832941,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.6698000000000004,38.4698,675.8676971510089,103.66498420724315,1.6947107655158893
SYN009724,D,20295,0.3269582,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,487.29829397939807,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.7545000000000002,38.5545,680.7147284805734,106.37903897564644,1.7591860606581968
SYN004195,C,24528,0.31704712,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,487.2040428876673,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.6698000000000004,38.4698,675.652909874263,103.64687684262762,1.6942400751401783
SYN005613,I,30388,0.37800622,ALTO,Medio,ALTO riesgo / Medio valor,0.8,487.13423381130195,Pack Premium VIP,Recogida + lavado + neumáticos + bono 50€,0.1,80.0,40.0,3.2648000000000006,123.36479999999999,1049.5136338163836,449.9035200040653,2.646935916923347
SYN000547,I,28667,0.3780135,ALTO,Medio,ALTO riesgo / Medio valor,0.8,487.1175102860219,Pack Premium VIP,Recogida + lavado + neumáticos + bono 50€,0.1,80.0,40.0,3.2648000000000006,123.36479999999999,1049.4886437789035,449.89690679430527,2.6468823099806857
SYN006775,I,30330,0.37809384,ALTO,Medio,ALTO riesgo / Medio valor,0.8,486.93277421238247,Pack Premium VIP,Recogida + lavado + neumáticos + bono 50€,0.1,80.0,40.0,3.2648000000000006,123.36479999999999,1049.212570720686,449.82383720664285,2.64629000498232
SYN001651,B,17316,0.28814235,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,486.9113324540891,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,651.2000829146385,90.35881275330219,1.3562999386353176
SYN009957,I,30330,0.37820265,ALTO,Medio,ALTO riesgo / Medio valor,0.8,486.6827313656667,Pack Premium VIP,Recogida + lavado + neumáticos + bono 50€,0.1,80.0,40.0,3.2648000000000006,123.36479999999999,1048.8388402566088,449.72488711275366,2.645487911565971
SYN003521,I,28287,0.3782609,ALTO,Medio,ALTO riesgo / Medio valor,0.8,486.5489033868562,Pack Premium VIP,Recogida + lavado + neumáticos + bono 50€,0.1,80.0,40.0,3.2648000000000006,123.36479999999999,1048.6387829846683,449.6719036782497,2.645058425728001
SYN004962,C,21979,0.31735653,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,486.4514673042745,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.6698000000000004,38.4698,674.7639364050258,103.57185800541322,1.6922900042478315
SYN006078,D,21513,0.32733035,ALTO,Medio,ALTO riesgo / Medio valor,0.8,486.40182599038843,Pack Premium VIP,Recogida + lavado + neumáticos + bono 50€,0.1,80.0,40.0,2.552,122.652,970.7050112348375,387.44254819555925,2.1588767259853836
SYN005885,B,20507,0.2883869,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,486.3275134555785,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,650.5398459653859,90.31678288039406,1.3552039195096053
SYN001582,D,31001,0.32738292,ALTO,Medio,ALTO riesgo / Medio valor,0.8,486.27534378435047,Pack Premium VIP,Recogida + lavado + neumáticos + bono 50€,0.1,80.0,40.0,2.552,122.652,970.5332813951196,387.40635008861534,2.1585815974351448
SYN003024,E,22764,0.33762836,ALTO,Medio,ALTO riesgo / Medio valor,0.8,486.27420401028655,Pack Premium VIP,Recogida + lavado + neumáticos + bono 50€,0.1,80.0,40.0,2.684,122.78399999999999,986.2288883413537,399.9637474648537,2.257458198664759
SYN006182,I,30330,0.3784128,ALTO,Medio,ALTO riesgo / Medio valor,0.8,486.2001967768895,Pack Premium VIP,Recogida + lavado + neumáticos + bono 50€,0.1,80.0,40.0,3.2648000000000006,123.36479999999999,1048.1174115108204,449.53377178714476,2.643938723097227
SYN003399,B,18579,0.28846353,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,486.14477092460226,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,650.3331516695333,90.3036094097121,1.3548603929933343
SYN006634,B,20501,0.28854164,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,485.9585589935341,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,650.1225175395991,90.29017720033578,1.3545101193103946
SYN002070,B,20501,0.28854164,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,485.9585589935341,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,650.1225175395991,90.29017720033578,1.3545101193103946
SYN009656,C,24482,0.31756002,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,485.95727384935344,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.6698000000000004,38.4698,674.1800332727089,103.5225176828455,1.6910074313577272
SYN005511,B,20511,0.2886504,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,485.6994536472754,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,649.8294034403967,90.27147238621674,1.354022351144591
SYN004213,B,20511,0.2886504,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,485.6994536472754,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,649.8294034403967,90.27147238621674,1.354022351144591
SYN004052,D,21672,0.32767168,ALTO,Medio,ALTO riesgo / Medio valor,0.8,485.5813247601111,Pack Premium VIP,Recogida + lavado + neumáticos + bono 50€,0.1,80.0,40.0,2.552,122.652,969.5906582189418,387.2074667670646,2.156960072131434
SYN009596,H,26021,0.36822584,ALTO,Medio,ALTO riesgo / Medio valor,0.8,485.49906180345585,Pack Premium VIP,Recogida + lavado + neumáticos + bono 50€,0.1,80.0,40.0,3.1064000000000003,123.20639999999999,1031.1824209403676,436.5466873095295,2.543214372869669
SYN002080,B,18719,0.28884327,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,485.24030116177835,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,649.3099096553143,90.23828467144479,1.3531569102661887
SYN009904,B,20524,0.2888443,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,485.23789042139924,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,649.3071818434928,90.23811028215147,1.3531523626911528
SYN004458,I,30330,0.37898463,ALTO,Medio,ALTO riesgo / Medio valor,0.8,484.89018174711487,Pack Premium VIP,Recogida + lavado + neumáticos + bono 50€,0.1,80.0,40.0,3.2648000000000006,123.36479999999999,1046.157495895623,449.01385131880653,2.639724226998354
SYN005709,B,19246,0.28900152,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,484.8639737314735,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,648.8840537238602,90.21104399581272,1.3524465511947887
SYN009555,A,13100,0.27871424,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,484.85843613864705,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.4712500000000002,38.271249999999995,643.7901750267786,87.41245638847234,1.2840240752123944
SYN005389,I,30330,0.3790321,ALTO,Medio,ALTO riesgo / Medio valor,0.8,484.78160545588827,Pack Premium VIP,Recogida + lavado + neumáticos + bono 50€,0.1,80.0,40.0,3.2648000000000006,123.36479999999999,1045.9949670177534,448.9706892494922,2.6393743535391962
SYN005549,D,25874,0.3281503,ALTO,Medio,ALTO riesgo / Medio valor,0.8,484.4335609735047,Pack Premium VIP,Recogida + lavado + neumáticos + bono 50€,0.1,80.0,40.0,2.552,122.652,968.0305411815202,386.8775841664124,2.154270490219584
SYN000732,C,25893,0.31819537,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,484.4181187862881,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.6698000000000004,38.4698,672.3607604187933,103.36845289787789,1.687002607184802
SYN006257,B,19976,0.2892073,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,484.3751282276406,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,648.330774311502,90.17560534612377,1.3515224123582665
SYN006594,B,19976,0.2892073,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,484.3751282276406,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,648.330774311502,90.17560534612377,1.3515224123582665
SYN001218,I,30330,0.3793612,ALTO,Medio,ALTO riesgo / Medio valor,0.8,484.02972186666693,Pack Premium VIP,Recogida + lavado + neumáticos + bono 50€,0.1,80.0,40.0,3.2648000000000006,123.36479999999999,1044.8690964785415,448.6714996894996,2.6369491110065404
SYN009406,B,22465,0.2893797,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,483.96609848340876,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,647.8677468481221,90.14590660059235,1.3507479538396017
SYN008299,H,25290,0.3688936,ALTO,Medio,ALTO riesgo / Medio valor,0.8,483.9582588127804,Pack Premium VIP,Recogida + lavado + neumáticos + bono 50€,0.1,80.0,40.0,3.1064000000000003,123.20639999999999,1028.9182978976678,435.96803126790996,2.538517733396236
SYN005492,B,20999,0.2894772,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,483.7348939106508,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,647.605986042289,90.12910067240105,1.3503097031990805
SYN002708,B,18694,0.28953117,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,483.60698264243854,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,647.4611593486192,90.11979718839935,1.3500670948898925
SYN008655,B,20066,0.2896529,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,483.3186068216085,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,647.134620160306,90.09880733628361,1.3495197394549854
SYN003769,B,22056,0.28976166,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,483.06118379482604,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,646.8430977620927,90.08005268199669,1.3490306715998548
SYN005897,D,33579,0.32880867,ALTO,Medio,ALTO riesgo / Medio valor,0.8,482.86007463412784,Pack Premium VIP,Recogida + lavado + neumáticos + bono 50€,0.1,80.0,40.0,2.552,122.652,965.8892894881762,386.42337188323876,2.150567229912588
SYN004074,E,22875,0.33906966,ALTO,Medio,ALTO riesgo / Medio valor,0.8,482.8555594209022,Pack Premium VIP,Recogida + lavado + neumáticos + bono 50€,0.1,80.0,40.0,2.684,122.78399999999999,981.4840205153332,398.90276887554484,2.2488171820069787
SYN007731,B,22793,0.2898947,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,482.7464885868285,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,646.4866752952634,90.05710268963918,1.3484322013019845
SYN004040,B,22793,0.2898947,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,482.7464885868285,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,646.4866752952634,90.05710268963918,1.3484322013019845
SYN005038,D,21814,0.328877,ALTO,Medio,ALTO riesgo / Medio valor,0.8,482.69710040493,Pack Premium VIP,Recogida + lavado + neumáticos + bono 50€,0.1,80.0,40.0,2.552,122.652,965.667345608074,386.37619616251527,2.1501825992443275
SYN000832,C,23744,0.31892002,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,482.66977602633176,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.6698000000000004,38.4698,670.292906160494,103.19272157378924,1.6824345739720314
SYN007064,C,21942,0.31893128,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,482.6426560039182,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.6698000000000004,38.4698,670.2608188266798,103.18998955251891,1.6823635566735184
SYN003846,B,23891,0.28998327,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,482.5371097180324,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,646.2495084488462,90.0418193019476,1.3480336541721307
SYN003224,B,19453,0.28999186,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,482.51682574842414,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,646.2265313958446,90.04033810608128,1.3479950288114984
SYN008366,B,21990,0.29016188,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,482.1152301228443,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,645.7715773326478,90.01099096539191,1.34722973914358
SYN003217,B,23321,0.2902351,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,481.9423961469266,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,645.575756741502,89.99834832701647,1.346900055218786
SYN005576,C,22535,0.3192346,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,481.91310916228326,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.6698000000000004,38.4698,669.3975205753306,103.11642627717607,1.680451322262556
SYN005854,B,18579,0.29029772,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,481.7946632275798,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,645.4083647032222,89.98753581160334,1.3466180956773959
SYN007589,I,30330,0.3803762,ALTO,Medio,ALTO riesgo / Medio valor,0.8,481.7195475537896,Pack Premium VIP,Recogida + lavado + neumáticos + bono 50€,0.1,80.0,40.0,3.2648000000000006,123.36479999999999,1041.405800734471,447.7490025445452,2.629471312275019
SYN007170,I,30330,0.3803762,ALTO,Medio,ALTO riesgo / Medio valor,0.8,481.7195475537896,Pack Premium VIP,Recogida + lavado + neumáticos + bono 50€,0.1,80.0,40.0,3.2648000000000006,123.36479999999999,1041.405800734471,447.7490025445452,2.629471312275019
SYN007978,I,28667,0.38043138,ALTO,Medio,ALTO riesgo / Medio valor,0.8,481.5942954134669,Pack Premium VIP,Recogida + lavado + neumáticos + bono 50€,0.1,80.0,40.0,3.2648000000000006,123.36479999999999,1041.2178545473364,447.69884730709566,2.6290647519154224
SYN006895,B,20511,0.29046032,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,481.4112745884381,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,644.9739108758604,89.95944995808226,1.3458856967789186
SYN001222,I,29446,0.38055682,ALTO,Medio,ALTO riesgo / Medio valor,0.8,481.30978060688903,Pack Premium VIP,Recogida + lavado + neumáticos + bono 50€,0.1,80.0,40.0,3.2648000000000006,123.36479999999999,1040.790861110237,447.5848644026785,2.6281408019360346
SYN002907,B,20089,0.29050532,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,481.3052325999739,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,644.853732742874,89.95167507859502,1.345682950112595
SYN005054,B,24073,0.29060033,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,481.08144231044463,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,644.6000926222649,89.93525767150118,1.3452548309933965
SYN007719,B,21411,0.29065704,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,480.9479153886247,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,644.4487444760949,89.92545599810862,1.3449992313268044
SYN004796,B,25792,0.29068446,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,480.8833780679617,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,644.3755907091946,89.92071695267812,1.3448756505479427
SYN006787,B,21990,0.29069877,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,480.8497105340434,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,644.3374274247567,89.91824428989231,1.3448111705598493
SYN000806,B,18299,0.29076385,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,480.6965588447702,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,644.1638182254941,89.90699265939814,1.344517760150448
SYN001642,B,19099,0.29086202,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,480.4656794067506,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,643.9020782048871,89.89001933897505,1.344075144398285
SYN000841,I,36634,0.38094014,ALTO,Medio,ALTO riesgo / Medio valor,0.8,480.44158014541927,Pack Premium VIP,Recogida + lavado + neumáticos + bono 50€,0.1,80.0,40.0,3.2648000000000006,123.36479999999999,1039.4873113648757,447.23658497556517,2.625317634978253
SYN009468,B,20226,0.2909204,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,480.3284342173105,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,643.7464764319965,89.87992321807731,1.343811866381156
SYN006946,A,14273,0.28064853,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,480.2414772749377,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.4712500000000002,38.271249999999995,638.6124717288442,87.10404694964856,1.2759655603004494
SYN003909,B,17550,0.29098085,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,480.1864043622385,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,643.5854408894018,89.86947008993981,1.343539278634168
SYN005166,B,19234,0.29098833,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,480.1688292097456,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,643.5655132750835,89.86817623593586,1.3435055386146038
SYN004788,C,25893,0.32001954,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,480.03134806681356,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.6698000000000004,38.4698,667.169631536847,102.92605590851838,1.6755027556295687
SYN008361,I,36771,0.38123783,ALTO,Medio,ALTO riesgo / Medio valor,0.8,479.7685861425863,Pack Premium VIP,Recogida + lavado + neumáticos + bono 50€,0.1,80.0,40.0,3.2648000000000006,123.36479999999999,1038.4762566635068,446.9661364167364,2.6231253681498807
SYN005571,I,30330,0.38126722,ALTO,Medio,ALTO riesgo / Medio valor,0.8,479.70221623204526,Pack Premium VIP,Recogida + lavado + neumáticos + bono 50€,0.1,80.0,40.0,3.2648000000000006,123.36479999999999,1038.3765193893062,446.9394425258088,2.622908986403
SYN009245,B,17316,0.29123202,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,479.59669191409427,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,642.9167165966678,89.82601357541546,1.3424060567669596
SYN000864,B,19994,0.29125568,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,479.5411798933652,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,642.8537585979001,89.82191828749419,1.3422992633465554
SYN001421,A,13056,0.28101087,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,479.3824679879482,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.4712500000000002,38.271249999999995,637.6480389803587,87.04606404582579,1.2744505090851697
SYN002442,B,21621,0.29134217,MEDIO,Medio,MEDIO riesgo / Medio valor,0.55,479.3383537134297,Pack Intermedio,Regalo + lavado + bono 30€,0.5,19.8,16.5,1.5477550000000002,38.347755,642.6237146834708,89.80694853352261,1.3419088948889606
